class,cap-shape,cap-surface,cap-color,gill-spacing,gill-color,stalk-shape,stalk-root
e,x,s,y,c,k,e,c
e,f,y,n,c,p,e,r
e,x,s,y,c,w,e,c
e,x,y,y,c,k,e,c
e,x,f,n,c,n,t,b
e,x,s,w,c,n,e,c
e,x,y,y,c,p,e,r
e,x,y,w,c,k,e,c
e,x,s,w,c,k,e,c
e,f,y,y,c,w,e,r
e,b,s,y,c,n,e,c
e,f,f,w,w,w,t,b
e,f,s,g,w,n,t,e
e,x,y,w,c,w,e,c
e,x,y,w,c,n,e,c
e,f,y,y,c,n,e,r
e,x,s,w,w,p,t,b
e,x,s,y,c,n,e,c
e,f,y,y,c,n,e,r
e,x,y,y,c,w,e,r
e,x,s,y,c,g,e,c
e,x,f,n,c,u,t,b
e,f,y,y,c,p,e,r
e,x,s,w,c,n,e,c
e,b,s,y,c,g,e,c
e,x,s,y,c,k,e,c
e,x,y,n,c,p,e,r
e,b,y,y,c,k,e,c
e,x,s,w,c,k,e,c
e,x,y,w,c,k,e,c
e,x,s,y,c,n,e,c
e,f,y,y,c,n,e,r
e,x,f,w,w,n,t,e
e,x,s,n,w,p,t,e
e,x,s,w,w,h,t,e
e,x,s,y,c,w,e,c
e,f,f,w,w,p,t,e
p,f,s,n,c,n,e,e
e,x,f,g,w,p,t,e
p,f,y,n,c,p,e,e
p,x,s,n,c,w,e,e
e,b,s,w,c,k,e,c
e,x,f,g,w,p,t,e
e,x,s,w,c,g,e,c
e,f,f,g,w,n,t,e
e,x,s,g,w,k,t,e
e,x,s,w,c,k,e,c
e,x,s,w,c,n,e,c
e,x,y,g,c,n,t,b
e,f,f,n,w,k,t,e
e,x,s,w,w,h,t,e
e,f,f,n,w,p,t,e
e,x,s,n,w,p,t,e
e,x,y,y,c,n,e,c
e,x,s,y,w,w,t,b
e,f,f,w,w,k,t,e
e,x,s,n,w,h,t,e
e,x,s,g,w,k,t,e
p,x,y,n,c,w,e,e
e,x,f,g,c,k,e,e
e,b,s,w,c,n,e,c
e,x,s,g,w,h,t,e
e,f,f,g,w,n,t,e
p,f,s,n,c,n,e,e
e,x,s,y,c,k,e,c
e,x,f,n,c,n,e,e
e,f,s,w,w,p,t,e
e,x,y,y,c,w,e,c
e,x,f,n,w,p,t,e
e,f,s,g,w,n,t,e
e,x,y,e,c,u,t,b
e,b,y,y,c,n,e,c
e,x,f,w,w,n,t,e
p,x,s,w,c,w,e,e
e,x,f,g,w,p,t,e
e,f,f,g,c,n,t,b
e,f,f,n,w,h,t,e
e,f,f,w,w,n,t,e
e,b,y,w,c,w,e,c
e,f,f,n,w,n,t,e
p,f,y,n,c,w,e,e
p,x,y,w,c,w,e,e
e,b,s,y,c,n,e,c
e,f,s,g,w,h,t,e
e,x,f,g,w,n,t,e
e,f,f,n,w,h,t,e
e,b,s,w,c,k,e,c
p,x,s,w,c,w,e,e
e,x,y,n,c,n,t,b
e,f,f,w,w,n,t,b
e,x,y,y,c,k,e,c
e,x,f,n,w,n,t,e
e,f,f,w,w,h,t,e
e,x,f,n,c,n,t,b
e,x,f,n,c,n,t,b
e,f,s,g,w,k,t,e
e,f,s,g,w,n,t,e
p,f,s,n,c,w,e,e
e,x,f,n,c,n,t,b
e,x,s,n,w,k,t,e
e,x,f,w,w,k,t,e
e,f,f,n,w,n,t,e
e,x,f,n,c,n,t,b
e,f,f,n,c,n,t,b
e,x,f,g,w,n,t,e
e,f,f,n,c,u,t,b
e,x,s,g,w,p,t,e
e,b,y,w,c,n,e,c
e,x,f,n,c,n,t,b
e,x,y,y,c,k,e,c
e,f,f,g,w,p,t,e
e,f,f,n,c,u,t,b
e,x,s,y,c,g,e,c
e,f,f,g,w,h,t,e
e,x,f,n,w,k,t,e
p,x,s,w,c,n,e,e
e,x,f,w,w,n,t,e
e,f,f,w,w,n,t,e
e,x,s,w,w,n,t,e
e,x,s,g,w,k,t,e
e,x,y,y,c,n,e,c
e,x,s,y,c,n,e,c
e,x,s,g,w,p,t,e
e,x,s,n,w,p,t,e
e,f,f,n,c,n,e,e
e,f,s,w,w,k,t,e
e,f,s,w,w,n,t,e
e,x,y,y,c,n,e,c
e,f,s,w,w,w,t,b
e,b,s,w,c,w,e,c
p,f,y,w,c,p,e,e
e,x,f,g,c,n,t,b
e,f,y,n,c,p,e,r
e,f,s,n,w,k,t,e
p,x,s,w,c,w,e,e
e,x,y,n,c,p,e,r
e,x,s,g,w,p,t,e
e,x,s,w,w,k,t,e
e,f,f,w,w,p,t,e
e,x,f,n,w,k,t,e
e,x,s,w,c,k,e,c
e,x,y,w,c,g,e,c
e,x,s,w,w,k,t,e
e,f,y,y,c,p,e,r
e,f,s,n,w,n,t,e
e,f,f,g,w,h,t,e
e,f,f,y,w,p,t,b
e,f,y,n,c,n,e,r
e,x,f,n,c,p,t,b
p,f,s,n,c,w,e,e
e,x,f,n,c,n,t,b
e,f,f,n,w,n,t,e
e,b,s,y,c,w,e,c
e,b,y,w,c,k,e,c
e,x,y,w,c,w,e,c
p,f,y,w,c,n,e,e
p,f,y,w,c,p,e,e
e,x,f,n,c,n,e,e
e,f,s,y,w,w,t,b
e,x,y,y,c,k,e,c
e,x,s,w,w,k,t,e
e,x,f,g,c,u,t,b
p,x,y,n,c,n,e,e
e,x,f,g,w,p,t,e
e,f,f,n,w,p,t,e
e,x,s,w,w,p,t,e
e,f,f,w,w,p,t,e
e,x,y,y,c,k,e,c
e,f,f,y,w,n,t,b
e,x,f,g,c,k,e,e
p,x,s,n,c,p,e,e
e,x,y,y,c,w,e,r
e,f,y,n,c,n,e,r
e,x,f,w,w,h,t,e
e,x,y,n,c,u,t,b
e,x,s,g,w,h,t,e
e,x,s,w,c,w,e,c
e,x,f,g,w,h,t,e
p,f,y,n,c,n,e,e
e,x,f,n,c,p,t,b
e,x,f,g,w,k,t,e
e,x,f,e,c,w,t,b
e,x,f,n,c,u,t,b
e,x,f,g,w,p,t,e
e,x,y,y,c,w,e,r
e,x,f,n,w,k,t,e
e,b,s,y,c,k,e,c
e,x,f,w,w,p,t,b
e,f,s,g,w,k,t,e
e,x,y,y,c,w,e,c
e,x,f,n,w,h,t,e
e,f,s,w,w,h,t,e
e,x,s,y,w,n,t,b
e,x,s,g,w,k,t,e
e,x,f,g,w,n,t,e
p,f,y,w,c,k,e,e
e,f,f,y,w,p,t,b
e,x,y,w,c,k,e,c
e,f,f,w,w,p,t,e
e,x,f,n,c,u,t,b
e,x,y,n,c,n,e,r
e,x,s,w,w,h,t,e
p,f,y,w,c,k,e,e
e,x,s,y,c,k,e,c
e,x,f,g,c,p,t,b
e,f,y,y,c,p,e,r
e,f,s,g,w,k,t,e
e,f,f,n,c,p,e,e
p,f,y,w,c,n,e,e
e,f,f,g,w,k,t,e
e,x,y,n,c,p,e,r
e,f,f,w,w,h,t,e
p,f,y,n,c,k,e,e
e,b,s,y,c,k,e,c
e,f,f,g,w,n,t,e
e,b,s,w,c,w,e,c
e,f,f,g,w,p,t,e
e,b,y,w,c,n,e,c
e,x,y,w,c,w,e,c
p,f,y,n,c,n,e,e
e,x,y,y,c,w,e,c
e,s,f,n,c,n,e,e
e,x,y,n,c,n,e,r
e,f,f,g,w,n,t,e
e,f,f,y,w,n,t,b
e,x,s,g,w,p,t,e
p,f,y,n,c,n,e,e
e,x,f,g,w,p,t,e
e,x,s,g,w,h,t,e
e,x,f,g,w,h,t,e
p,x,y,n,c,n,e,e
e,x,f,n,w,k,t,e
e,f,s,w,w,k,t,e
e,x,f,g,w,h,t,e
p,x,y,n,c,w,e,e
e,f,f,n,w,n,t,e
e,f,s,w,w,n,t,e
p,x,y,w,c,n,e,e
e,f,f,g,w,k,t,e
e,b,y,y,c,k,e,c
e,x,s,n,w,h,t,e
e,f,f,n,w,k,t,e
p,f,s,w,c,n,e,e
e,x,y,n,c,w,e,r
e,f,f,w,w,k,t,e
e,f,y,n,c,p,e,r
e,f,f,g,w,p,t,e
e,f,f,g,w,n,t,e
e,f,s,g,w,h,t,e
e,f,f,n,w,k,t,e
e,x,s,g,w,h,t,e
e,x,f,w,w,p,t,e
e,f,f,w,w,k,t,e
e,x,s,n,w,p,t,e
e,x,f,n,c,p,t,b
e,f,s,y,w,p,t,b
e,x,f,w,w,p,t,e
e,f,s,w,w,p,t,e
e,b,s,y,c,k,e,c
e,x,f,w,w,h,t,e
e,x,f,g,w,k,t,e
p,f,s,n,c,p,e,e
e,x,f,g,w,n,t,e
p,x,s,n,c,p,e,e
e,f,s,w,w,k,t,e
e,x,y,w,c,g,e,c
e,x,f,n,w,h,t,e
e,x,f,n,c,n,t,b
e,b,y,y,c,w,e,c
e,f,f,w,w,h,t,e
e,x,s,n,w,n,t,e
e,f,f,w,w,n,t,e
e,x,f,n,c,p,t,b
e,f,f,w,w,h,t,e
e,x,s,w,w,k,t,e
e,x,s,n,w,n,t,e
e,x,f,w,w,n,t,e
e,f,s,g,w,k,t,e
e,x,f,g,w,n,t,e
e,x,f,g,w,h,t,e
e,f,s,n,w,h,t,e
e,f,s,w,w,p,t,e
e,f,y,n,c,n,e,r
p,x,y,w,c,k,e,e
e,f,s,g,w,h,t,e
p,x,y,w,c,n,e,e
e,b,y,w,c,k,e,c
e,x,s,g,w,n,t,e
e,f,f,g,w,h,t,e
e,f,f,w,w,n,t,e
e,f,s,g,w,h,t,e
e,b,y,w,c,g,e,c
e,x,f,g,w,n,t,e
e,x,f,e,c,p,t,b
e,x,y,y,c,p,e,r
e,x,s,w,w,k,t,e
e,b,s,w,c,w,e,c
p,x,s,n,c,k,e,e
e,x,f,n,c,p,t,b
e,f,s,n,w,n,t,e
e,b,s,w,c,g,e,c
e,x,s,g,w,n,t,e
e,x,f,n,c,u,t,b
e,f,f,w,w,p,t,e
e,x,f,n,c,g,e,e
e,x,f,g,c,g,e,e
e,x,f,g,c,p,e,e
e,b,y,y,c,g,e,c
e,f,f,n,c,g,e,e
e,x,f,w,w,k,t,e
e,f,y,n,c,w,e,r
e,x,y,n,c,p,e,r
e,x,y,y,c,p,e,r
e,f,f,g,w,h,t,e
e,x,y,w,c,n,e,c
e,x,y,w,c,n,e,c
e,f,s,w,w,n,t,e
e,f,s,g,w,h,t,e
p,f,s,n,c,p,e,e
e,x,y,y,c,n,e,c
e,x,f,n,w,p,t,e
e,x,f,w,w,p,t,e
e,x,s,y,c,w,e,c
e,x,f,e,c,p,t,b
e,f,y,n,c,p,e,r
e,b,s,w,c,g,e,c
p,x,s,n,c,k,e,e
e,x,f,g,w,k,t,e
e,b,y,w,c,n,e,c
e,x,s,w,c,k,e,c
e,b,y,y,c,k,e,c
e,x,y,w,c,w,e,c
e,x,s,y,c,g,e,c
e,b,s,w,c,w,e,c
e,f,s,n,w,k,t,e
p,f,s,w,c,n,e,e
e,f,s,n,w,h,t,e
e,f,f,n,w,h,t,e
p,f,y,w,c,p,e,e
e,f,s,w,w,h,t,e
e,x,f,w,w,p,t,e
e,x,s,n,w,p,t,e
e,f,s,n,w,p,t,e
e,f,y,y,c,n,e,r
e,x,f,g,w,n,t,e
e,x,f,n,w,n,t,e
p,f,s,n,c,k,e,e
e,x,s,w,w,p,t,e
e,f,f,n,w,p,t,e
e,f,f,w,w,h,t,e
e,f,f,w,w,k,t,e
e,x,y,y,c,n,e,r
e,x,s,g,w,k,t,e
e,x,f,g,w,k,t,e
e,f,f,n,w,h,t,e
e,f,s,n,w,p,t,e
e,x,f,w,w,k,t,e
e,x,y,e,c,w,t,b
e,x,f,n,w,p,t,e
p,x,s,w,c,p,e,e
e,x,y,n,c,w,t,b
e,x,f,n,w,n,t,e
p,f,y,w,c,w,e,e
e,f,f,g,w,k,t,e
e,x,f,w,w,p,t,e
e,f,s,n,w,h,t,e
e,f,f,g,w,p,t,e
e,f,s,g,w,p,t,e
e,f,f,g,w,h,t,e
e,x,s,g,w,h,t,e
e,x,s,n,w,h,t,e
p,f,s,w,c,p,e,e
e,x,s,g,w,k,t,e
p,x,s,w,c,p,e,e
p,f,s,w,c,w,e,e
e,f,s,n,w,k,t,e
e,x,f,g,w,k,t,e
e,f,s,g,w,h,t,e
e,x,s,g,w,k,t,e
e,f,f,g,w,n,t,e
e,f,f,g,w,k,t,e
e,x,y,g,c,n,t,b
e,x,f,n,c,n,t,b
e,f,s,w,w,k,t,e
p,f,y,w,c,p,e,e
p,f,y,n,c,k,e,e
e,x,s,w,w,p,t,e
p,f,s,n,c,k,e,e
e,f,f,n,w,h,t,e
e,f,s,w,w,h,t,e
p,f,s,n,c,w,e,e
p,f,y,w,c,p,e,e
p,f,y,n,c,w,e,e
p,f,s,w,c,k,e,e
e,x,s,w,w,k,t,e
e,x,f,n,c,p,t,b
e,f,s,w,w,k,t,e
e,f,f,g,w,p,t,e
p,f,y,n,c,k,e,e
e,x,s,w,w,k,t,e
e,x,y,e,c,n,t,b
e,f,s,g,w,n,t,e
e,x,s,w,w,n,t,e
p,f,s,w,c,p,e,e
e,f,f,n,w,k,t,e
e,x,f,w,w,h,t,e
p,f,s,w,c,k,e,e
e,x,f,n,w,p,t,e
e,f,f,w,w,n,t,e
e,x,s,w,w,h,t,e
e,f,s,w,w,h,t,e
e,b,y,y,c,w,e,c
e,x,s,g,w,n,t,e
e,x,f,w,w,n,t,e
e,x,s,n,w,n,t,e
e,x,f,n,w,n,t,e
e,f,f,g,w,h,t,e
p,x,y,n,c,n,e,e
e,f,s,g,w,h,t,e
e,x,f,n,c,p,t,b
e,f,s,w,w,n,t,e
e,x,f,n,c,n,t,b
e,x,f,g,w,p,t,e
e,x,f,w,w,n,t,e
p,f,s,w,c,k,e,e
p,f,s,w,c,p,e,e
e,x,s,g,w,k,t,e
e,x,f,n,c,u,t,b
e,x,s,g,w,k,t,e
e,x,y,y,c,w,e,r
e,f,s,w,w,n,t,e
e,x,s,w,w,p,t,e
e,x,f,g,w,k,t,e
e,f,s,w,w,h,t,e
e,x,f,n,c,n,t,b
e,f,s,g,w,k,t,e
e,f,s,g,w,h,t,e
e,f,f,n,w,p,t,e
e,f,s,w,w,k,t,e
e,f,s,w,w,h,t,e
e,f,s,g,w,p,t,e
e,f,f,w,w,n,t,e
e,f,s,n,w,p,t,e
p,f,s,w,c,k,e,e
e,x,f,g,w,n,t,e
e,b,y,y,c,k,e,c
e,f,f,n,w,k,t,e
e,f,s,g,w,k,t,e
e,x,f,n,c,n,t,b
e,b,s,y,c,n,e,c
e,x,s,w,w,p,t,e
e,f,f,n,c,n,t,b
p,x,s,w,c,n,e,e
e,f,f,w,w,n,t,e
p,f,y,w,c,k,e,e
e,x,s,n,w,k,t,e
e,f,s,n,w,n,t,e
e,b,s,y,c,g,e,c
e,f,s,g,w,k,t,e
e,x,s,g,w,k,t,e
e,f,f,g,w,k,t,e
e,x,f,g,w,k,t,e
e,f,s,w,w,n,t,e
p,f,s,n,c,k,e,e
e,f,f,g,w,p,t,e
e,f,s,w,w,h,t,e
e,x,f,n,c,n,t,b
e,x,s,n,w,p,t,e
e,x,f,e,c,u,t,b
e,x,y,y,c,n,e,c
e,f,f,w,w,k,t,e
e,x,s,w,w,n,t,e
e,f,f,n,w,h,t,e
p,f,s,w,c,w,e,e
e,f,f,g,c,n,t,b
e,f,s,w,w,n,t,e
e,f,f,w,w,h,t,e
p,f,y,n,c,k,e,e
e,x,s,w,w,p,t,e
e,x,f,n,c,p,t,b
e,x,y,g,c,u,t,b
e,x,y,g,c,p,t,b
e,f,s,n,w,k,t,e
e,f,s,w,w,h,t,e
e,f,s,n,w,k,t,e
e,x,s,n,w,p,t,e
e,f,f,w,w,h,t,e
e,x,f,n,w,n,t,e
e,f,f,w,w,p,t,e
e,f,f,n,w,n,t,e
e,f,s,w,w,n,t,e
e,f,f,n,w,p,t,e
p,f,y,n,c,w,e,e
e,f,f,w,w,k,t,e
e,f,s,w,w,p,t,e
e,x,f,n,w,k,t,e
e,f,f,w,w,p,t,e
e,x,f,g,w,n,t,e
e,f,s,n,w,p,t,e
e,x,f,g,c,n,t,b
e,f,f,w,w,n,t,e
e,f,f,n,w,p,t,e
e,x,s,n,w,p,t,e
e,x,f,w,w,h,t,e
e,b,s,y,c,g,e,c
p,x,y,n,c,p,e,e
p,f,s,n,c,p,e,e
e,f,f,w,w,k,t,e
e,f,f,n,w,k,t,e
p,f,y,n,c,k,e,e
e,f,f,n,w,p,t,e
p,x,s,w,c,n,e,e
e,f,s,n,w,k,t,e
p,f,y,w,c,n,e,e
e,f,s,n,w,n,t,e
e,f,s,g,w,h,t,e
e,x,f,g,w,h,t,e
e,f,f,n,w,k,t,e
e,x,f,g,c,w,t,b
e,x,f,n,c,p,t,b
e,x,f,n,w,k,t,e
e,x,f,g,c,w,t,b
e,x,s,w,w,h,t,e
e,f,s,w,w,h,t,e
e,x,s,w,w,p,t,e
e,f,f,g,w,k,t,e
e,x,f,n,c,p,t,b
e,x,s,w,w,k,t,e
e,x,s,n,w,h,t,e
e,f,s,g,w,p,t,e
p,f,y,w,c,k,e,e
e,f,s,n,w,k,t,e
e,f,y,y,c,p,e,r
e,x,f,g,c,n,t,b
e,f,s,g,w,n,t,e
e,x,s,g,w,h,t,e
p,f,y,w,c,p,e,e
e,x,s,w,w,h,t,e
e,x,s,w,w,p,t,e
e,f,s,g,w,n,t,e
e,f,s,n,w,n,t,e
e,x,f,n,w,k,t,e
e,f,s,n,w,p,t,e
e,f,s,n,w,n,t,e
e,x,f,w,w,n,t,e
e,f,f,w,w,k,t,e
e,f,f,n,w,h,t,e
e,x,y,w,c,g,e,c
e,x,s,n,w,n,t,e
e,x,s,g,w,h,t,e
e,f,s,w,w,k,t,e
p,x,s,w,c,w,e,e
e,x,s,w,w,p,t,e
e,x,f,n,c,n,t,b
e,f,f,g,w,n,t,e
e,x,s,g,w,n,t,e
e,f,f,n,w,n,t,e
e,f,s,n,w,p,t,e
e,x,s,g,w,h,t,e
e,f,y,n,c,n,e,r
p,f,y,n,c,p,e,e
e,x,s,n,w,p,t,e
e,x,f,n,c,p,t,b
p,f,y,w,c,w,e,e
p,x,s,w,c,p,e,e
p,f,s,n,c,p,e,e
e,x,f,n,c,u,t,b
e,b,y,w,c,g,e,c
p,f,y,w,c,k,e,e
e,f,f,w,w,p,t,e
e,x,s,w,w,n,t,e
e,x,f,n,c,n,t,b
e,x,s,n,w,h,t,e
e,f,f,n,w,p,t,e
e,f,f,n,w,n,t,e
p,f,y,n,c,p,e,e
p,f,y,w,c,w,e,e
e,x,s,n,w,p,t,e
e,f,f,g,w,p,t,e
e,x,f,n,c,n,t,b
e,f,s,g,w,k,t,e
e,f,f,n,w,h,t,e
p,f,s,n,c,k,e,e
e,x,f,n,w,n,t,e
p,f,y,n,c,p,e,e
e,x,s,g,w,n,t,e
e,f,f,w,w,p,t,e
e,x,s,w,w,n,t,e
e,x,f,n,c,n,t,b
e,x,s,n,w,h,t,e
p,f,s,w,c,k,e,e
e,x,f,n,c,p,t,b
e,x,s,w,w,n,t,e
e,f,s,w,w,k,t,e
e,x,s,w,w,n,t,b
e,x,f,n,w,p,t,e
e,x,y,g,c,p,t,b
e,x,f,n,c,n,t,b
e,x,s,y,w,p,t,b
e,f,f,g,w,h,t,e
e,x,s,n,w,n,t,e
e,x,y,e,c,u,t,b
e,f,s,g,w,p,t,e
p,f,s,w,c,n,e,e
e,f,f,w,w,p,t,e
e,x,f,g,w,h,t,e
e,f,f,n,w,k,t,e
e,f,s,n,w,p,t,e
e,x,f,w,w,k,t,e
p,f,y,w,c,p,e,e
e,x,f,w,w,k,t,e
e,f,s,n,w,k,t,e
e,x,s,n,w,n,t,e
e,x,f,g,w,p,t,e
e,x,s,n,w,k,t,e
e,f,y,y,c,n,e,r
p,x,y,n,c,n,e,e
e,x,f,w,w,p,t,e
e,f,s,w,w,k,t,e
e,x,s,n,w,h,t,e
p,f,y,n,c,p,e,e
e,f,f,g,w,p,t,e
p,f,s,w,c,p,e,e
e,f,s,n,w,n,t,e
e,x,s,g,w,p,t,e
e,x,f,g,w,n,t,e
e,f,f,n,w,n,t,e
e,f,s,g,w,h,t,e
e,x,s,w,w,p,t,e
e,x,f,n,w,k,t,e
e,x,f,g,w,p,t,e
e,f,f,n,w,p,t,e
e,b,y,y,c,n,e,c
e,f,f,g,w,k,t,e
e,x,f,g,w,h,t,e
e,f,f,w,w,n,t,e
e,x,f,n,c,p,t,b
p,f,s,n,c,w,e,e
e,x,f,n,c,p,t,b
e,x,f,n,w,h,t,e
e,x,f,n,c,p,t,b
e,x,f,w,w,n,t,e
e,f,s,g,w,k,t,e
e,f,s,n,w,h,t,e
e,x,y,y,c,g,e,c
e,x,f,w,w,p,t,b
e,f,f,g,w,n,t,e
e,f,f,n,w,h,t,e
e,f,f,n,w,n,t,e
e,b,y,y,c,g,e,c
e,x,f,n,w,h,t,e
e,x,y,w,c,n,e,c
e,f,s,w,w,n,t,e
e,x,s,w,w,k,t,e
e,x,f,n,w,n,t,e
e,x,s,n,w,n,t,e
e,x,s,n,w,n,t,e
e,x,y,n,c,w,t,b
e,f,s,g,w,n,t,e
e,x,y,y,c,g,e,c
e,x,s,w,w,n,t,e
p,f,y,w,c,n,e,e
e,f,s,w,w,h,t,e
p,f,s,w,c,n,e,e
e,f,s,g,w,h,t,e
e,f,f,g,w,k,t,e
p,x,s,w,c,p,e,e
e,x,s,g,w,p,t,e
p,x,s,w,c,p,e,e
e,x,s,g,w,p,t,e
e,f,s,w,w,p,t,e
p,f,y,w,c,w,e,e
e,x,f,w,w,n,t,e
e,x,s,n,w,h,t,e
e,x,f,w,w,p,t,e
e,x,f,w,w,p,t,e
e,x,y,e,c,u,t,b
p,f,s,n,c,k,e,e
e,f,f,g,w,k,t,e
e,x,y,y,c,w,e,r
e,x,f,n,w,h,t,e
e,f,f,n,w,k,t,e
e,b,s,w,c,g,e,c
e,f,s,g,w,k,t,e
e,f,f,w,w,n,t,e
e,f,f,n,w,h,t,e
p,f,s,n,c,w,e,e
e,x,s,n,w,h,t,e
e,b,y,y,c,w,e,c
e,f,s,g,w,p,t,e
e,f,s,n,w,h,t,e
e,x,f,g,w,h,t,e
e,f,s,g,w,p,t,e
e,x,f,n,w,p,t,e
e,x,f,n,c,p,t,b
e,b,y,w,c,g,e,c
e,x,f,g,c,n,t,b
p,f,y,n,c,p,e,e
e,x,s,w,w,h,t,e
p,f,s,n,c,k,e,e
e,f,s,n,w,n,t,e
e,f,f,n,w,k,t,e
e,x,f,w,w,k,t,e
e,x,f,n,w,n,t,e
e,f,s,n,w,n,t,e
e,x,s,y,c,g,e,c
e,f,s,w,w,k,t,e
e,x,s,w,w,k,t,e
p,x,y,n,c,p,e,e
e,f,f,g,w,n,t,e
p,f,y,n,c,n,e,e
e,f,f,w,w,n,t,e
e,x,f,n,c,p,t,b
e,x,f,g,w,k,t,e
p,f,s,n,c,w,e,e
e,f,s,g,w,h,t,e
p,x,s,w,c,w,e,e
e,x,f,n,c,p,t,b
e,x,f,n,w,p,t,e
e,x,y,y,c,n,e,r
e,f,f,w,w,h,t,e
e,f,s,w,w,p,t,e
e,x,f,g,w,n,t,e
e,f,f,g,w,p,t,e
e,f,f,w,w,n,t,e
e,x,f,g,w,n,t,e
e,f,f,g,w,k,t,e
e,x,f,g,c,w,t,b
e,x,s,g,w,p,t,e
e,f,s,g,w,p,t,e
e,x,y,n,c,w,e,r
e,x,y,g,c,n,t,b
e,f,s,g,w,k,t,e
e,f,f,w,w,k,t,e
e,f,s,n,w,h,t,e
e,f,f,w,w,p,t,e
e,f,f,n,w,n,t,e
e,f,s,g,w,k,t,e
e,x,s,n,w,n,t,e
e,x,f,n,c,p,t,b
e,x,s,n,w,k,t,e
e,x,f,n,w,k,t,e
e,f,s,w,w,p,t,e
e,x,f,n,c,p,e,e
p,f,s,w,c,p,e,e
p,f,s,n,c,p,e,e
e,x,f,n,c,u,t,b
e,x,s,w,w,n,t,e
e,f,f,g,w,k,t,e
e,x,s,n,w,h,t,e
e,x,f,n,w,h,t,e
e,x,s,g,w,h,t,e
e,f,f,g,w,n,t,e
e,f,s,n,w,p,t,e
e,f,s,g,w,n,t,e
e,x,f,e,c,n,t,b
p,f,y,w,c,k,e,e
e,x,f,n,w,h,t,e
e,x,f,n,c,n,t,b
p,f,s,n,c,k,e,e
p,f,s,w,c,k,e,e
p,f,s,w,c,n,e,e
e,f,f,w,w,h,t,e
e,f,s,n,w,h,t,e
e,f,f,n,w,h,t,e
e,x,s,n,w,h,t,e
e,f,s,n,w,k,t,e
p,f,s,w,c,p,e,e
p,f,s,w,c,n,e,e
e,f,s,g,w,p,t,e
e,x,s,n,w,k,t,e
e,x,s,n,w,h,t,e
e,x,f,n,c,w,t,b
e,x,f,n,c,n,t,b
e,f,f,w,w,p,t,e
e,f,f,w,w,n,t,e
e,x,f,w,w,k,t,e
e,x,s,y,c,n,e,c
e,f,s,g,w,n,t,e
e,x,s,w,w,h,t,e
e,x,f,n,w,n,t,e
e,x,f,n,w,p,t,e
e,x,s,w,w,n,t,e
e,x,s,n,w,h,t,e
e,x,s,g,w,h,t,e
e,x,s,g,w,p,t,e
e,f,s,w,w,p,t,e
e,x,s,n,w,n,t,e
e,f,f,g,w,p,t,e
e,f,f,w,w,h,t,e
e,x,f,w,w,n,t,e
e,f,f,g,w,h,t,e
e,x,f,g,w,p,t,e
e,x,y,y,c,g,e,c
e,x,s,y,c,n,e,c
e,x,s,w,w,p,t,e
p,x,y,n,c,k,e,e
e,x,f,w,w,k,t,e
p,x,s,w,c,w,e,e
e,x,y,g,c,n,t,b
p,f,s,w,c,w,e,e
e,x,y,y,c,g,e,c
e,x,y,w,c,n,e,c
e,f,y,n,c,n,e,r
e,x,s,w,w,n,t,e
e,f,s,n,w,p,t,e
e,x,s,g,w,p,t,e
e,x,s,w,w,n,t,e
e,f,s,n,w,h,t,e
e,f,s,n,w,n,t,e
e,x,s,g,w,n,t,e
e,b,s,w,c,n,e,c
e,x,s,g,w,p,t,e
e,x,s,y,c,w,e,c
p,f,y,w,c,n,e,e
e,f,s,w,w,p,t,e
e,f,s,n,w,h,t,e
e,f,s,g,w,n,t,e
e,f,f,g,w,h,t,e
e,x,y,n,c,p,t,b
e,x,f,n,c,n,t,b
e,x,y,y,c,n,e,r
e,x,f,g,c,w,t,b
e,f,f,g,w,p,t,e
e,f,s,n,w,h,t,e
e,f,s,w,w,n,t,e
e,x,f,g,w,k,t,e
e,f,s,w,w,n,t,e
e,f,f,g,w,n,t,e
e,x,f,g,w,k,t,e
e,x,s,n,w,k,t,e
e,x,f,n,c,w,t,b
e,f,s,w,w,k,t,e
e,f,f,n,w,n,t,e
p,f,y,n,c,w,e,e
e,x,f,n,c,n,t,b
e,x,f,n,w,p,t,e
e,f,f,w,w,n,t,e
p,f,y,n,c,n,e,e
e,f,f,g,w,k,t,e
e,x,f,g,c,n,t,b
e,x,f,w,w,p,t,e
e,x,f,g,w,h,t,e
e,x,f,n,c,w,t,b
e,x,s,g,w,h,t,e
e,f,f,w,w,p,t,e
e,x,f,g,c,u,t,b
e,x,y,w,c,w,e,c
e,x,y,w,c,k,e,c
e,f,s,g,w,p,t,e
e,f,s,w,w,k,t,e
e,f,s,n,w,n,t,e
e,f,s,w,w,p,t,e
e,x,f,n,w,h,t,e
e,x,s,n,w,n,t,e
e,b,y,y,c,g,e,c
p,f,y,w,c,k,e,e
e,x,s,n,w,k,t,e
e,f,s,n,w,k,t,e
e,x,y,n,c,n,e,r
e,x,s,g,w,n,t,e
e,f,s,w,w,k,t,e
p,x,s,n,c,n,e,e
e,f,s,g,w,n,t,e
e,x,f,w,w,p,t,e
p,f,s,n,c,n,e,e
e,x,f,n,w,p,t,e
e,x,s,n,w,p,t,e
e,x,f,n,c,u,t,b
e,f,s,w,w,p,t,e
p,f,s,w,c,p,e,e
e,x,f,w,w,h,t,e
